Date,Open,Close,High,Low
2022-08-23,7533.79,7488.11,7533.79,7467.56
2022-08-24,7488.11,7471.51,7488.12,7410.4
2022-08-25,7471.51,7479.74,7535.7,7469.17
2022-08-26,7479.74,7427.31,7530.65,7422.02
2022-08-30,7427.31,7361.63,7486.4,7351.12
2022-08-31,7361.63,7284.15,7378.44,7263.62
2022-09-01,7284.15,7148.5,7284.15,7131.69
2022-09-02,7148.5,7281.19,7288.72,7148.5
2022-09-05,7281.19,7287.43,7288.46,7191.17
2022-09-06,7287.43,7300.44,7324.19,7256.51
2022-09-07,7300.44,7237.83,7300.44,7186.56
2022-09-08,7237.83,7262.06,7273.01,7175.75
2022-09-09,7262.06,7351.07,7386.59,7262.06
2022-09-12,7351.07,7473.03,7483,7351.07
2022-09-13,7473.03,7385.86,7514.04,7385.86
2022-09-14,7385.86,7277.3,7385.86,7259.24
2022-09-15,7277.3,7282.07,7329,7258.67
2022-09-16,7282.07,7236.68,7297.1,7236.17
2022-09-20,7236.68,7192.66,7326.54,7171.24
2022-09-21,7192.66,7237.64,7258.87,7170.69
2022-09-22,7237.64,7159.52,7243.9,7149.59
2022-09-23,7159.52,7018.6,7169.12,6981.5
2022-09-26,7018.6,7020.95,7071.11,6937.4
2022-09-27,7020.95,6984.59,7073.96,6984.59
2022-09-28,6984.59,7005.39,7011.5,6836.28
2022-09-29,7005.39,6881.59,7005.39,6829.29
2022-09-30,6881.59,6893.81,6954.92,6840.07
2022-10-03,6893.81,6908.76,6923.75,6797.37
2022-10-04,6908.76,7086.46,7088.17,6908.67
2022-10-05,7086.46,7052.62,7086.46,6977.95
2022-10-06,7052.62,6997.27,7079.74,6961.1
2022-10-07,6997.27,6991.09,7022.41,6960.36
2022-10-10,6991.09,6959.31,6999.2,6922.94
2022-10-11,6959.31,6885.23,6959.43,6860.31
2022-10-12,6885.23,6826.15,6916.94,6793.77
2022-10-13,6826.15,6850.27,6872.9,6707.62
2022-10-14,6850.27,6858.79,6976.3,6850.27
2022-10-17,6858.79,6920.24,6959.71,6850.43
2022-10-18,6920.24,6936.74,7017.4,6920.24
2022-10-19,6936.74,6924.99,6968.33,6890.66
2022-10-20,6924.99,6943.91,6954.21,6894.85
2022-10-21,6943.91,6969.73,6976.19,6864.13
2022-10-24,6969.73,7013.99,7047.37,6914.66
2022-10-25,7013.99,7013.48,7025.22,6949.24
2022-10-26,7013.48,7056.07,7057.42,6960.11
2022-10-27,7056.07,7073.69,7093.05,7034.24
2022-10-28,7073.69,7047.67,7073.69,6997.54
2022-10-31,7047.67,7094.53,7132.85,7030.12
2022-11-01,7094.53,7186.16,7221.32,7094.53
2022-11-02,7186.16,7144.14,7205.07,7130.5
2022-11-03,7144.14,7188.63,7188.63,7076.47
2022-11-04,7188.63,7334.84,7376.23,7188.63
2022-11-07,7334.84,7299.99,7346.66,7288
2022-11-08,7299.99,7306.14,7313.46,7244.83
2022-11-09,7306.14,7296.25,7307.8,7263.46
2022-11-10,7296.25,7375.34,7405.09,7253.36
2022-11-11,7375.34,7318.04,7408.61,7316.84
2022-11-14,7318.04,7385.17,7413.82,7317.57
2022-11-15,7385.17,7369.44,7413.01,7344.85
2022-11-16,7369.44,7351.19,7394.42,7341.59
2022-11-17,7351.19,7346.54,7354.07,7294.75
2022-11-18,7346.54,7385.52,7423.51,7343.5
2022-11-21,7385.52,7376.85,7402.79,7343.37
2022-11-22,7376.85,7452.84,7458.88,7373.56
2022-11-23,7452.84,7465.24,7498.34,7452.84
2022-11-24,7465.24,7466.6,7488.07,7443.46
2022-11-25,7466.6,7486.67,7497.23,7461.78
2022-11-28,7486.67,7474.02,7496.8,7420
2022-11-29,7474.02,7512,7543.09,7473.99
